resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,circuitId,date,driverRef,dob,nationality,name,alt,country,points_constructor,status,url,quali_position,q1,q2,q3,pit_stops_count,pit_stops_duration_ms,avg_lap_time_ms,std_lap_time_ms,weather_temp_c,weather_precip_mm,weather_rain_mm,weather_cloud_pct,driver_age,avg_stint_length
5131,256,90,28,22,20,,R,17,0.0,21,,,,,,,20,1995,29,1995-11-12,moreno,1959-02-11,Brazilian,Forti,58,Australia,0.0,Spun off,http://en.wikipedia.org/wiki/1995_Formula_One_season,20.0,,,,0.0,,,,19.4,0.0,0.0,100.0,36.7501711156742,21.0
5132,256,22,17,14,7,,R,18,0.0,20,,,,,,,20,1995,29,1995-11-12,barrichello,1972-05-23,Brazilian,Jordan,58,Australia,0.0,Spun off,http://en.wikipedia.org/wiki/1995_Formula_One_season,7.0,,,,0.0,,,,19.4,0.0,0.0,100.0,23.471594798083505,20.0
5133,256,14,3,6,2,,R,19,0.0,19,,,,,,,3,1995,29,1995-11-12,coulthard,1971-03-27,British,Williams,58,Australia,10.0,Accident,http://en.wikipedia.org/wiki/1995_Formula_One_season,2.0,,,,0.0,,,,19.4,0.0,0.0,100.0,24.629705681040384,19.0
5134,256,89,29,10,19,,R,20,0.0,15,,,,,,,20,1995,29,1995-11-12,inoue,1963-09-05,Japanese,Footwork,58,Australia,4.0,Spun off,http://en.wikipedia.org/wiki/1995_Formula_One_season,19.0,,,,0.0,,,,19.4,0.0,0.0,100.0,32.186173853524984,15.0
5135,256,91,15,29,18,,R,21,0.0,8,,,,,,,68,1995,29,1995-11-12,wendlinger,1968-12-20,Austrian,Sauber,58,Australia,0.0,Physical,http://en.wikipedia.org/wiki/1995_Formula_One_season,18.0,,,,0.0,,,,19.4,0.0,0.0,100.0,26.89390828199863,8.0
5136,256,85,30,17,22,,R,22,0.0,2,,,,,,,6,1995,29,1995-11-12,montermini,1964-05-30,Italian,Pacific,58,Australia,0.0,Gearbox,http://en.wikipedia.org/wiki/1995_Formula_One_season,22.0,,,,0.0,,,,19.4,0.0,0.0,100.0,31.45242984257358,2.0
5137,256,69,18,24,15,,W,23,0.0,0,,,,,,,10,1995,29,1995-11-12,badoer,1971-01-25,Italian,Minardi,58,Australia,1.0,Electrical,http://en.wikipedia.org/wiki/1995_Formula_One_season,15.0,,,,0.0,,,,19.4,0.0,0.0,100.0,24.79671457905544,0.0
5138,256,57,1,8,24,,W,24,0.0,0,,,,,,,73,1995,29,1995-11-12,hakkinen,1968-09-28,Finnish,McLaren,58,Australia,3.0,Injured,http://en.wikipedia.org/wiki/1995_Formula_One_season,24.0,,,,0.0,,,,19.4,0.0,0.0,100.0,27.121149897330596,0.0
5139,257,30,22,5,2,1,1,1,10.0,71,1:35:39.2,5739200,,,,,1,1994,18,1994-03-27,michael_schumacher,1969-01-03,German,Benetton,785,Brazil,10.0,Finished,http://en.wikipedia.org/wiki/1994_Formula_One_season,2.0,1:16.290,,,0.0,,,,19.7,0.1,0.1,73.0,25.22655715263518,71.0
5140,257,71,3,0,4,2,2,2,6.0,70,,,,,,,11,1994,18,1994-03-27,damon_hill,1960-09-17,British,Williams,785,Brazil,6.0,+1 Lap,http://en.wikipedia.org/wiki/1994_Formula_One_season,4.0,1:17.554,,,0.0,,,,19.7,0.1,0.1,73.0,33.52224503764545,70.0
5141,257,55,6,27,3,3,3,3,4.0,70,,,,,,,11,1994,18,1994-03-27,alesi,1964-06-11,French,Ferrari,785,Brazil,4.0,+1 Lap,http://en.wikipedia.org/wiki/1994_Formula_One_season,3.0,1:17.385,,,0.0,,,,19.7,0.1,0.1,73.0,29.790554414784395,70.0
5142,257,22,17,14,14,4,4,4,3.0,70,,,,,,,11,1994,18,1994-03-27,barrichello,1972-05-23,Brazilian,Jordan,785,Brazil,3.0,+1 Lap,http://en.wikipedia.org/wiki/1994_Formula_One_season,14.0,1:18.414,,,0.0,,,,19.7,0.1,0.1,73.0,21.842573579739906,70.0
5143,257,79,25,3,10,5,5,5,2.0,69,,,,,,,12,1994,18,1994-03-27,katayama,1963-05-29,Japanese,Tyrrell,785,Brazil,2.0,+2 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,10.0,1:18.194,,,0.0,,,,19.7,0.1,0.1,73.0,30.82819986310746,69.0
5144,257,91,15,29,7,6,6,6,1.0,69,,,,,,,12,1994,18,1994-03-27,wendlinger,1968-12-20,Austrian,Sauber,785,Brazil,1.0,+2 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,7.0,1:17.927,,,0.0,,,,19.7,0.1,0.1,73.0,25.26488706365503,69.0
5145,257,65,32,12,21,7,7,7,0.0,69,,,,,,,12,1994,18,1994-03-27,herbert,1964-06-25,British,Team Lotus,785,Brazil,0.0,+2 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,21.0,1:19.483,,,0.0,,,,19.7,0.1,0.1,73.0,29.752224503764545,69.0
5146,257,94,18,23,15,8,8,8,0.0,69,,,,,,,12,1994,18,1994-03-27,martini,1961-04-23,Italian,Minardi,785,Brazil,0.0,+2 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,15.0,1:18.659,,,0.0,,,,19.7,0.1,0.1,73.0,32.92539356605065,69.0
5147,257,100,33,20,13,9,9,9,0.0,68,,,,,,,13,1994,18,1994-03-27,comas,1963-09-28,French,Larrousse,785,Brazil,0.0,+3 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,13.0,1:18.321,,,0.0,,,,19.7,0.1,0.1,73.0,30.494182067077343,68.0
5148,257,83,32,11,24,10,10,10,0.0,68,,,,,,,13,1994,18,1994-03-27,lamy,1972-03-20,Portuguese,Team Lotus,785,Brazil,0.0,+3 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,24.0,1:19.975,,,0.0,,,,19.7,0.1,0.1,73.0,22.017796030116358,68.0
5149,257,44,27,26,19,11,11,11,0.0,68,,,,,,,13,1994,18,1994-03-27,panis,1966-09-02,French,Ligier,785,Brazil,0.0,+3 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,19.0,1:19.304,,,0.0,,,,19.7,0.1,0.1,73.0,27.564681724845997,68.0
5150,257,101,31,31,26,12,12,12,0.0,67,,,,,,,14,1994,18,1994-03-27,brabham,1965-09-05,Australian,Simtek,785,Brazil,0.0,+4 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,26.0,1:21.186,,,0.0,,,,19.7,0.1,0.1,73.0,28.555783709787818,67.0
5151,257,102,3,2,1,,R,13,0.0,55,,,,,,,20,1994,18,1994-03-27,senna,1960-03-21,Brazilian,Williams,785,Brazil,6.0,Spun off,http://en.wikipedia.org/wiki/1994_Formula_One_season,1.0,1:15.962,,,0.0,,,,19.7,0.1,0.1,73.0,34.01505817932922,55.0
5152,257,84,1,8,18,,R,14,0.0,34,,,,,,,4,1994,18,1994-03-27,brundle,1959-06-01,British,McLaren,785,Brazil,0.0,Collision,http://en.wikipedia.org/wiki/1994_Formula_One_season,18.0,1:18.864,,,0.0,,,,19.7,0.1,0.1,73.0,34.81998631074607,34.0
5153,257,56,17,15,16,,R,15,0.0,34,,,,,,,4,1994,18,1994-03-27,irvine,1965-11-10,British,Jordan,785,Brazil,3.0,Collision,http://en.wikipedia.org/wiki/1994_Formula_One_season,16.0,1:18.751,,,0.0,,,,19.7,0.1,0.1,73.0,28.3750855578371,34.0
5154,257,50,22,6,9,,R,16,0.0,34,,,,,,,4,1994,18,1994-03-27,verstappen,1972-03-04,Dutch,Benetton,785,Brazil,10.0,Collision,http://en.wikipedia.org/wiki/1994_Formula_One_season,9.0,1:18.183,,,0.0,,,,19.7,0.1,0.1,73.0,22.06160164271047,34.0
5155,257,103,27,25,20,,R,17,0.0,33,,,,,,,4,1994,18,1994-03-27,bernard,1964-08-24,French,Ligier,785,Brazil,0.0,Collision,http://en.wikipedia.org/wiki/1994_Formula_One_season,20.0,1:19.398,,,0.0,,,,19.7,0.1,0.1,73.0,29.587953456536617,33.0
5156,257,87,25,4,12,,R,18,0.0,21,,,,,,,20,1994,18,1994-03-27,blundell,1966-04-08,British,Tyrrell,785,Brazil,2.0,Spun off,http://en.wikipedia.org/wiki/1994_Formula_One_season,12.0,1:18.246,,,0.0,,,,19.7,0.1,0.1,73.0,27.967145790554415,21.0
5157,257,104,29,9,11,,R,19,0.0,21,,,,,,,6,1994,18,1994-03-27,fittipaldi,1971-01-18,Brazilian,Footwork,785,Brazil,0.0,Gearbox,http://en.wikipedia.org/wiki/1994_Formula_One_season,11.0,1:18.204,,,0.0,,,,19.7,0.1,0.1,73.0,23.186858316221766,21.0
5158,257,49,15,30,5,,R,20,0.0,15,,,,,,,20,1994,18,1994-03-27,frentzen,1967-05-18,German,Sauber,785,Brazil,1.0,Spun off,http://en.wikipedia.org/wiki/1994_Formula_One_season,5.0,1:17.806,,,0.0,,,,19.7,0.1,0.1,73.0,26.858316221765914,15.0
5159,257,57,1,7,8,,R,21,0.0,13,,,,,,,5,1994,18,1994-03-27,hakkinen,1968-09-28,Finnish,McLaren,785,Brazil,0.0,Engine,http://en.wikipedia.org/wiki/1994_Formula_One_season,8.0,1:18.122,,,0.0,,,,19.7,0.1,0.1,73.0,25.492128678986994,13.0
5160,257,105,18,24,22,,R,22,0.0,7,,,,,,,5,1994,18,1994-03-27,alboreto,1956-12-23,Italian,Minardi,785,Brazil,0.0,Engine,http://en.wikipedia.org/wiki/1994_Formula_One_season,22.0,1:19.517,,,0.0,,,,19.7,0.1,0.1,73.0,37.256673511293634,7.0
5161,257,81,29,10,6,,R,23,0.0,5,,,,,,,6,1994,18,1994-03-27,morbidelli,1968-01-13,Italian,Footwork,785,Brazil,0.0,Gearbox,http://en.wikipedia.org/wiki/1994_Formula_One_season,6.0,1:17.866,,,0.0,,,,19.7,0.1,0.1,73.0,26.20123203285421,5.0
5162,257,77,6,28,17,,R,24,0.0,5,,,,,,,5,1994,18,1994-03-27,berger,1959-08-27,Austrian,Ferrari,785,Brazil,4.0,Engine,http://en.wikipedia.org/wiki/1994_Formula_One_season,17.0,1:18.855,,,0.0,,,,19.7,0.1,0.1,73.0,34.58179329226557,5.0
5163,257,106,33,19,23,,R,25,0.0,2,,,,,,,3,1994,18,1994-03-27,beretta,1969-11-23,Monegasque,Larrousse,785,Brazil,0.0,Accident,http://en.wikipedia.org/wiki/1994_Formula_One_season,23.0,1:19.524,,,0.0,,,,19.7,0.1,0.1,73.0,24.33949349760438,2.0
5164,257,92,30,34,25,,R,26,0.0,1,,,,,,,3,1994,18,1994-03-27,gachot,1962-12-23,Belgian,Pacific,785,Brazil,0.0,Accident,http://en.wikipedia.org/wiki/1994_Formula_One_season,25.0,1:20.729,,,0.0,,,,19.7,0.1,0.1,73.0,31.2580424366872,1.0
5165,257,107,31,32,27,,F,27,0.0,0,,,,,,,81,1994,18,1994-03-27,ratzenberger,1960-07-04,Austrian,Simtek,785,Brazil,0.0,Did not qualify,http://en.wikipedia.org/wiki/1994_Formula_One_season,,,,,0.0,,,,19.7,0.1,0.1,73.0,33.72758384668035,0.0
5166,257,108,30,33,28,,F,28,0.0,0,,,,,,,81,1994,18,1994-03-27,belmondo,1963-04-23,French,Pacific,785,Brazil,0.0,Did not qualify,http://en.wikipedia.org/wiki/1994_Formula_One_season,,,,,0.0,,,,19.7,0.1,0.1,73.0,30.926762491444215,0.0
5167,258,30,22,5,2,1,1,1,10.0,83,1:46:01.693,6361693,,,,,1,1994,28,1994-04-17,michael_schumacher,1969-01-03,German,Benetton,266,Japan,10.0,Finished,http://en.wikipedia.org/wiki/1994_Formula_One_season,2.0,1:10.440,,,0.0,,,,9.6,0.0,0.0,100.0,25.284052019164957,83.0
5168,258,77,6,28,5,2,2,2,6.0,83,+1:15.300,6436993,,,,,1,1994,28,1994-04-17,berger,1959-08-27,Austrian,Ferrari,266,Japan,6.0,Finished,http://en.wikipedia.org/wiki/1994_Formula_One_season,5.0,1:11.744,,,0.0,,,,9.6,0.0,0.0,100.0,34.639288158795345,83.0
5169,258,22,17,14,8,3,3,3,4.0,82,,,,,,,11,1994,28,1994-04-17,barrichello,1972-05-23,Brazilian,Jordan,266,Japan,4.0,+1 Lap,http://en.wikipedia.org/wiki/1994_Formula_One_season,8.0,1:12.409,,,0.0,,,,9.6,0.0,0.0,100.0,21.900068446269678,82.0
5170,258,104,29,9,9,4,4,4,3.0,82,,,,,,,11,1994,28,1994-04-17,fittipaldi,1971-01-18,Brazilian,Footwork,266,Japan,3.0,+1 Lap,http://en.wikipedia.org/wiki/1994_Formula_One_season,9.0,1:12.444,,,0.0,,,,9.6,0.0,0.0,100.0,23.24435318275154,82.0
5171,258,49,15,30,11,5,5,5,2.0,82,,,,,,,11,1994,28,1994-04-17,frentzen,1967-05-18,German,Sauber,266,Japan,2.0,+1 Lap,http://en.wikipedia.org/wiki/1994_Formula_One_season,11.0,1:12.686,,,0.0,,,,9.6,0.0,0.0,100.0,26.915811088295687,82.0
5172,258,100,33,20,16,6,6,6,1.0,80,,,,,,,13,1994,28,1994-04-17,comas,1963-09-28,French,Larrousse,266,Japan,1.0,+3 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,16.0,1:13.111,,,0.0,,,,9.6,0.0,0.0,100.0,30.55167693360712,80.0
5173,258,65,32,12,23,7,7,7,0.0,80,,,,,,,13,1994,28,1994-04-17,herbert,1964-06-25,British,Team Lotus,266,Japan,0.0,+3 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,23.0,1:14.424,,,0.0,,,,9.6,0.0,0.0,100.0,29.809719370294317,80.0
5174,258,83,32,11,24,8,8,8,0.0,79,,,,,,,14,1994,28,1994-04-17,lamy,1972-03-20,Portuguese,Team Lotus,266,Japan,0.0,+4 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,24.0,1:14.657,,,0.0,,,,9.6,0.0,0.0,100.0,22.075290896646134,79.0
5175,258,44,27,26,22,9,9,9,0.0,78,,,,,,,15,1994,28,1994-04-17,panis,1966-09-02,French,Ligier,266,Japan,0.0,+5 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,22.0,1:14.106,,,0.0,,,,9.6,0.0,0.0,100.0,27.62217659137577,78.0
5176,258,103,27,25,18,10,10,10,0.0,78,,,,,,,15,1994,28,1994-04-17,bernard,1964-08-24,French,Ligier,266,Japan,0.0,+5 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,18.0,1:13.613,,,0.0,,,,9.6,0.0,0.0,100.0,29.645448323066393,78.0
5177,258,107,31,32,26,11,11,11,0.0,78,,,,,,,15,1994,28,1994-04-17,ratzenberger,1960-07-04,Austrian,Simtek,266,Japan,0.0,+5 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,26.0,1:16.536,,,0.0,,,,9.6,0.0,0.0,100.0,33.78507871321013,78.0
5178,258,81,29,10,13,,R,12,0.0,69,,,,,,,5,1994,28,1994-04-17,morbidelli,1968-01-13,Italian,Footwork,266,Japan,3.0,Engine,http://en.wikipedia.org/wiki/1994_Formula_One_season,13.0,1:12.866,,,0.0,,,,9.6,0.0,0.0,100.0,26.258726899383984,69.0
5179,258,91,15,29,19,,R,13,0.0,69,,,,,,,4,1994,28,1994-04-17,wendlinger,1968-12-20,Austrian,Sauber,266,Japan,2.0,Collision,http://en.wikipedia.org/wiki/1994_Formula_One_season,19.0,1:13.855,,,0.0,,,,9.6,0.0,0.0,100.0,25.322381930184804,69.0
5180,258,105,18,24,15,,R,14,0.0,69,,,,,,,4,1994,28,1994-04-17,alboreto,1956-12-23,Italian,Minardi,266,Japan,0.0,Collision,http://en.wikipedia.org/wiki/1994_Formula_One_season,15.0,1:13.016,,,0.0,,,,9.6,0.0,0.0,100.0,37.31416837782341,69.0
5181,258,84,1,8,6,,R,15,0.0,67,,,,,,,25,1994,28,1994-04-17,brundle,1959-06-01,British,McLaren,266,Japan,0.0,Overheating,http://en.wikipedia.org/wiki/1994_Formula_One_season,6.0,1:12.351,,,0.0,,,,9.6,0.0,0.0,100.0,34.87748117727584,67.0
5182,258,94,18,23,17,,R,16,0.0,63,,,,,,,20,1994,28,1994-04-17,martini,1961-04-23,Italian,Minardi,266,Japan,0.0,Spun off,http://en.wikipedia.org/wiki/1994_Formula_One_season,17.0,1:13.529,,,0.0,,,,9.6,0.0,0.0,100.0,32.982888432580424,63.0
5183,258,50,22,6,10,,R,17,0.0,54,,,,,,,20,1994,28,1994-04-17,verstappen,1972-03-04,Dutch,Benetton,266,Japan,10.0,Spun off,http://en.wikipedia.org/wiki/1994_Formula_One_season,10.0,1:12.554,,,0.0,,,,9.6,0.0,0.0,100.0,22.119096509240247,54.0
5184,258,71,3,0,3,,R,18,0.0,49,,,,,,,7,1994,28,1994-04-17,damon_hill,1960-09-17,British,Williams,266,Japan,0.0,Transmission,http://en.wikipedia.org/wiki/1994_Formula_One_season,3.0,1:10.771,,,0.0,,,,9.6,0.0,0.0,100.0,33.57973990417522,49.0
5185,258,88,17,15,20,,R,19,0.0,44,,,,,,,38,1994,28,1994-04-17,suzuki,1960-09-08,Japanese,Jordan,266,Japan,4.0,Steering,http://en.wikipedia.org/wiki/1994_Formula_One_season,20.0,1:13.932,,,0.0,,,,9.6,0.0,0.0,100.0,33.60438056125941,44.0
5186,258,79,25,3,14,,R,20,0.0,42,,,,,,,5,1994,28,1994-04-17,katayama,1963-05-29,Japanese,Tyrrell,266,Japan,0.0,Engine,http://en.wikipedia.org/wiki/1994_Formula_One_season,14.0,1:13.013,,,0.0,,,,9.6,0.0,0.0,100.0,30.885694729637233,42.0
5187,258,57,1,7,4,,R,21,0.0,19,,,,,,,6,1994,28,1994-04-17,hakkinen,1968-09-28,Finnish,McLaren,266,Japan,0.0,Gearbox,http://en.wikipedia.org/wiki/1994_Formula_One_season,4.0,1:11.683,,,0.0,,,,9.6,0.0,0.0,100.0,25.54962354551677,19.0
5188,258,106,33,19,21,,R,22,0.0,14,,,,,,,10,1994,28,1994-04-17,beretta,1969-11-23,Monegasque,Larrousse,266,Japan,1.0,Electrical,http://en.wikipedia.org/wiki/1994_Formula_One_season,21.0,1:14.101,,,0.0,,,,9.6,0.0,0.0,100.0,24.396988364134156,14.0
5189,258,101,31,31,25,,R,23,0.0,2,,,,,,,10,1994,28,1994-04-17,brabham,1965-09-05,Australian,Simtek,266,Japan,0.0,Electrical,http://en.wikipedia.org/wiki/1994_Formula_One_season,25.0,1:14.748,,,0.0,,,,9.6,0.0,0.0,100.0,28.61327857631759,2.0
5190,258,102,3,2,1,,R,24,0.0,0,,,,,,,4,1994,28,1994-04-17,senna,1960-03-21,Brazilian,Williams,266,Japan,0.0,Collision,http://en.wikipedia.org/wiki/1994_Formula_One_season,1.0,1:10.218,,,0.0,,,,9.6,0.0,0.0,100.0,34.072553045859,0.0
5191,258,78,6,27,7,,R,25,0.0,0,,,,,,,4,1994,28,1994-04-17,larini,1964-03-19,Italian,Ferrari,266,Japan,6.0,Collision,http://en.wikipedia.org/wiki/1994_Formula_One_season,7.0,1:12.372,,,0.0,,,,9.6,0.0,0.0,100.0,30.078028747433265,0.0
5192,258,87,25,4,12,,R,26,0.0,0,,,,,,,4,1994,28,1994-04-17,blundell,1966-04-08,British,Tyrrell,266,Japan,0.0,Collision,http://en.wikipedia.org/wiki/1994_Formula_One_season,12.0,1:12.751,,,0.0,,,,9.6,0.0,0.0,100.0,28.024640657084188,0.0
5193,258,92,30,34,0,,F,27,0.0,0,,,,,,,81,1994,28,1994-04-17,gachot,1962-12-23,Belgian,Pacific,266,Japan,0.0,Did not qualify,http://en.wikipedia.org/wiki/1994_Formula_One_season,,,,,0.0,,,,9.6,0.0,0.0,100.0,31.315537303216974,0.0
5194,258,108,30,33,0,,F,28,0.0,0,,,,,,,81,1994,28,1994-04-17,belmondo,1963-04-23,French,Pacific,266,Japan,0.0,Did not qualify,http://en.wikipedia.org/wiki/1994_Formula_One_season,,,,,0.0,,,,9.6,0.0,0.0,100.0,30.98425735797399,0.0
5195,259,30,22,5,2,1,1,1,10.0,58,1:28:28.642,5308642,,,,,1,1994,21,1994-05-01,michael_schumacher,1969-01-03,German,Benetton,37,Italy,10.0,Finished,http://en.wikipedia.org/wiki/1994_Formula_One_season,2.0,1:21.885,,,0.0,,,,25.1,0.0,0.0,89.0,25.322381930184804,58.0
5196,259,78,6,27,6,2,2,2,6.0,58,+54.942,5363584,,,,,1,1994,21,1994-05-01,larini,1964-03-19,Italian,Ferrari,37,Italy,6.0,Finished,http://en.wikipedia.org/wiki/1994_Formula_One_season,6.0,1:22.841,,,0.0,,,,25.1,0.0,0.0,89.0,30.116358658453116,58.0
5197,259,57,1,7,8,3,3,3,4.0,58,+70.679,5379321,,,,,1,1994,21,1994-05-01,hakkinen,1968-09-28,Finnish,McLaren,37,Italy,4.0,Finished,http://en.wikipedia.org/wiki/1994_Formula_One_season,8.0,1:23.140,,,0.0,,,,25.1,0.0,0.0,89.0,25.587953456536617,58.0
5198,259,91,15,29,10,4,4,4,3.0,58,+73.658,5382300,,,,,1,1994,21,1994-05-01,wendlinger,1968-12-20,Austrian,Sauber,37,Italy,3.0,Finished,http://en.wikipedia.org/wiki/1994_Formula_One_season,10.0,1:23.347,,,0.0,,,,25.1,0.0,0.0,89.0,25.360711841204655,58.0
5199,259,79,25,3,9,5,5,5,2.0,57,,,,,,,11,1994,21,1994-05-01,katayama,1963-05-29,Japanese,Tyrrell,37,Italy,2.0,+1 Lap,http://en.wikipedia.org/wiki/1994_Formula_One_season,9.0,1:23.322,,,0.0,,,,25.1,0.0,0.0,89.0,30.924024640657084,57.0
5200,259,71,3,0,4,6,6,6,1.0,57,,,,,,,11,1994,21,1994-05-01,damon_hill,1960-09-17,British,Williams,37,Italy,1.0,+1 Lap,http://en.wikipedia.org/wiki/1994_Formula_One_season,4.0,1:22.168,,,0.0,,,,25.1,0.0,0.0,89.0,33.61806981519507,57.0
5201,259,49,15,30,7,7,7,7,0.0,57,,,,,,,11,1994,21,1994-05-01,frentzen,1967-05-18,German,Sauber,37,Italy,3.0,+1 Lap,http://en.wikipedia.org/wiki/1994_Formula_One_season,7.0,1:23.119,,,0.0,,,,25.1,0.0,0.0,89.0,26.954140999315538,57.0
5202,259,84,1,8,13,8,8,8,0.0,57,,,,,,,11,1994,21,1994-05-01,brundle,1959-06-01,British,McLaren,37,Italy,4.0,+1 Lap,http://en.wikipedia.org/wiki/1994_Formula_One_season,13.0,1:23.858,,,0.0,,,,25.1,0.0,0.0,89.0,34.91581108829569,57.0
5203,259,87,25,4,12,9,9,9,0.0,56,,,,,,,12,1994,21,1994-05-01,blundell,1966-04-08,British,Tyrrell,37,Italy,2.0,+2 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,12.0,1:23.703,,,0.0,,,,25.1,0.0,0.0,89.0,28.06297056810404,56.0
5204,259,65,32,12,20,10,10,10,0.0,56,,,,,,,12,1994,21,1994-05-01,herbert,1964-06-25,British,Team Lotus,37,Italy,0.0,+2 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,20.0,1:25.114,,,0.0,,,,25.1,0.0,0.0,89.0,29.848049281314168,56.0
5205,259,44,27,26,19,11,11,11,0.0,56,,,,,,,12,1994,21,1994-05-01,panis,1966-09-02,French,Ligier,37,Italy,0.0,+2 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,19.0,1:24.996,,,0.0,,,,25.1,0.0,0.0,89.0,27.66050650239562,56.0
5206,259,103,27,25,17,12,12,12,0.0,55,,,,,,,13,1994,21,1994-05-01,bernard,1964-08-24,French,Ligier,37,Italy,0.0,+3 Laps,http://en.wikipedia.org/wiki/1994_Formula_One_season,17.0,1:24.678,,,0.0,,,,25.1,0.0,0.0,89.0,29.683778234086244,55.0
5207,259,104,29,9,16,13,13,13,0.0,54,,,,,,,20,1994,21,1994-05-01,fittipaldi,1971-01-18,Brazilian,Footwork,37,Italy,0.0,Spun off,http://en.wikipedia.org/wiki/1994_Formula_One_season,16.0,1:24.472,,,0.0,,,,25.1,0.0,0.0,89.0,23.28268309377139,54.0
5208,259,110,17,15,21,,R,14,0.0,49,,,,,,,20,1994,21,1994-05-01,cesaris,1959-05-31,Italian,Jordan,37,Italy,0.0,Spun off,http://en.wikipedia.org/wiki/1994_Formula_One_season,21.0,1:25.234,,,0.0,,,,25.1,0.0,0.0,89.0,34.91854893908282,49.0
5209,259,105,18,24,15,,R,15,0.0,44,,,,,,,36,1994,21,1994-05-01,alboreto,1956-12-23,Italian,Minardi,37,Italy,0.0,Wheel,http://en.wikipedia.org/wiki/1994_Formula_One_season,15.0,1:24.276,,,0.0,,,,25.1,0.0,0.0,89.0,37.35249828884326,44.0
5210,259,81,29,10,11,,R,16,0.0,40,,,,,,,5,1994,21,1994-05-01,morbidelli,1968-01-13,Italian,Footwork,37,Italy,0.0,Engine,http://en.wikipedia.org/wiki/1994_Formula_One_season,11.0,1:23.663,,,0.0,,,,25.1,0.0,0.0,89.0,26.297056810403834,40.0
5211,259,94,18,23,14,,R,17,0.0,37,,,,,,,20,1994,21,1994-05-01,martini,1961-04-23,Italian,Minardi,37,Italy,0.0,Spun off,http://en.wikipedia.org/wiki/1994_Formula_One_season,14.0,1:24.078,,,0.0,,,,25.1,0.0,0.0,89.0,33.021218343600275,37.0
5212,259,101,31,31,24,,R,18,0.0,27,,,,,,,20,1994,21,1994-05-01,brabham,1965-09-05,Australian,Simtek,37,Italy,0.0,Spun off,http://en.wikipedia.org/wiki/1994_Formula_One_season,24.0,1:26.817,,,0.0,,,,25.1,0.0,0.0,89.0,28.65160848733744,27.0
5213,259,92,30,34,25,,R,19,0.0,23,,,,,,,5,1994,21,1994-05-01,gachot,1962-12-23,Belgian,Pacific,37,Italy,0.0,Engine,http://en.wikipedia.org/wiki/1994_Formula_One_season,25.0,1:27.143,,,0.0,,,,25.1,0.0,0.0,89.0,31.353867214236825,23.0
5214,259,106,33,19,23,,R,20,0.0,17,,,,,,,5,1994,21,1994-05-01,beretta,1969-11-23,Monegasque,Larrousse,37,Italy,0.0,Engine,http://en.wikipedia.org/wiki/1994_Formula_One_season,23.0,1:25.991,,,0.0,,,,25.1,0.0,0.0,89.0,24.435318275154003,17.0
5215,259,77,6,28,3,,R,21,0.0,16,,,,,,,22,1994,21,1994-05-01,berger,1959-08-27,Austrian,Ferrari,37,Italy,6.0,Suspension,http://en.wikipedia.org/wiki/1994_Formula_One_season,3.0,1:22.113,,,0.0,,,,25.1,0.0,0.0,89.0,34.677618069815196,16.0
5216,259,102,3,2,1,,R,22,0.0,5,,,,,,,3,1994,21,1994-05-01,senna,1960-03-21,Brazilian,Williams,37,Italy,1.0,Accident,http://en.wikipedia.org/wiki/1994_Formula_One_season,1.0,1:21.548,,,0.0,,,,25.1,0.0,0.0,89.0,34.110882956878854,5.0
5217,259,100,33,20,18,,R,23,0.0,5,,,,,,,54,1994,21,1994-05-01,comas,1963-09-28,French,Larrousse,37,Italy,0.0,Withdrew,http://en.wikipedia.org/wiki/1994_Formula_One_season,18.0,1:24.852,,,0.0,,,,25.1,0.0,0.0,89.0,30.590006844626966,5.0
5218,259,109,22,6,5,,R,24,0.0,0,,,,,,,4,1994,21,1994-05-01,lehto,1966-01-31,Finnish,Benetton,37,Italy,10.0,Collision,http://en.wikipedia.org/wiki/1994_Formula_One_season,5.0,1:22.717,,,0.0,,,,25.1,0.0,0.0,89.0,28.246406570841888,0.0
5219,259,83,32,11,22,,R,25,0.0,0,,,,,,,4,1994,21,1994-05-01,lamy,1972-03-20,Portuguese,Team Lotus,37,Italy,0.0,Collision,http://en.wikipedia.org/wiki/1994_Formula_One_season,22.0,1:25.295,,,0.0,,,,25.1,0.0,0.0,89.0,22.11362080766598,0.0
